Relative Path,Human Readable Path,Title,Date,Codecraft Present
docs/zh-CN/TinyML/ModelAssistant/Deploy/cn_ma_deploy_yolov5.md,zh-CN/TinyML/ModelAssistant/Deploy,训练部署YOLOv5目标检测模型,04/02/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-Grove-vision-ai-v2-software-supported.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,开始使用 Grove - Vision AI V2模块人工智能,3/12/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Temperature_and_Humidity_Sensor_Pro.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Temperature and Humidity Sensor Pro,2/1/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-grove-vision-ai-v2-ha.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,连接 Grove - Vision AI V2模块人工智能 到 Home Assistant,3/10/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-grove-vision-ai-v2-sensecap-app.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,连接 Grove - Vision AI V2模块人工智能到 SenseCAP Mate APP,03/13/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-grove-vision-ai-v2-himax-sdk.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,使用 Himax SDK 编译模块,03/17/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-Grove-vision-ai-v2-camera-supported.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,可支持的摄像头,3/12/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2/cn-Grove-vision-ai-v2.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/Grove-vision-ai-v2,Grove - Vision AI V2模块人工智能,3/12/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/cn-Grove-Vision-AI-Module.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered,Grove Vision AI Module,3/15/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/cn-edge-impulse-vision-ai.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered,Train and Deploy Your Own AI Model with Edge Impulse,3/13/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/cn-Train-Deploy-AI-Model-Grove-Vision-AI.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered,"Train and Deploy Your Own AI Model with Roboflow, YOLOv5, TensorFlow Lite",3/16/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/cn-Grove-Gesture_sensor_paj7660.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered,Grove Smart IR Gesture Sensor (PAJ7660),3/14/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/AI-powered/cn-Grove-vision-ai-v2.md,zh-CN/Sensor/Grove/Grove_Sensors/AI-powered,Grove Vision AI Module V2,3/16/2024,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Air_Quality_Sensor_v1.3.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Air Quality Sensor v1.3,2/1/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Red_LED.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Red LED,2/1/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Sound_Sensor.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Sound Sensor,2/1/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Slide_Potentiometer.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Slide Potentiometer,2/1/2023,False
docs/Cloud_Chain/SenseCAP_Mate_APP/sensecraft_cloud_fee.md,Cloud_Chain/SenseCAP_Mate_APP,SenseCraft Cloud Fee,8/16/2024,False
docs/Cloud_Chain/SenseCAP_Mate_APP/sensecraft_app.md,Cloud_Chain/SenseCAP_Mate_APP,Introduction and Usage,7/26/2024,False
docs/Cloud_Chain/SenseCAP_Mate_APP/sensecap_mate_app_event.md,Cloud_Chain/SenseCAP_Mate_APP,Event Management,03/20/2023,False
docs/Cloud_Chain/SenseCAP_API/SenseCAP_API_Introduction.md,Cloud_Chain/SenseCAP_API,SenseCAP API Introduction,02/14/2023,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace/Grove_Vision_AI_v2_Workspace.md,Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace,Grove Vision AI v2 Workspace on SenseCraft AI Platform,08/22/2024,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace/Nvidia_Jetson_Workspace.md,Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace,Nvidia Jetson Workspace on SenseCraft AI Platform,08/22/2024,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/SenseCraft_AI.md,Cloud_Chain/SenseCraft/SenseCraft_AI,SenseCraft AI Introduction,12/28/2023,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/SenseCraft_AI_Jetson.md,Cloud_Chain/SenseCraft/SenseCraft_AI,SenseCraft AI Jetson,08/16/2024,False
docs/Cloud_Chain/SenseCAP_AI/xiao-esp32c3-sensecapai.md,Cloud_Chain/SenseCAP_AI,Using XIAO ESP32C3 to connect to SenseCAP AI for planting advice,08/04/2023,False
docs/Cloud_Chain/SenseCAP_AI/How_to_Use SenseCAP_AI_on_SenseCAP_Portal_and_SenseCAP_Mate_APP.md,Cloud_Chain/SenseCAP_AI,,,False
docs/Cloud_Chain/SenseCAP_Dashboard/Hotspot_Registration.md,Cloud_Chain/SenseCAP_Dashboard,Hotspot Registration,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Dashboard/Dashboard_Registration.md,Cloud_Chain/SenseCAP_Dashboard,Dashboard Registration,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Dashboard/Dashboard_Basics.md,Cloud_Chain/SenseCAP_Dashboard,Dashboard Basics,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Hotspot_Management.md,Cloud_Chain/SenseCAP_Hotspot_APP,Hotspot Management,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/forget-wifi-profile.md,Cloud_Chain/SenseCAP_Hotspot_APP,Forget Wi-Fi Profile,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/FAQ.md,Cloud_Chain/SenseCAP_Hotspot_APP,APP FAQ,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Introduction.md,Cloud_Chain/SenseCAP_Hotspot_APP,SenseCAP Hotspot APP,09/18/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Update_antenna.md,Cloud_Chain/SenseCAP_Hotspot_APP,Update Antenna,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Hotspot_Onboarding.md,Cloud_Chain/SenseCAP_Hotspot_APP,Hotspot Onboarding,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Update_Hotspot_Location.md,Cloud_Chain/SenseCAP_Hotspot_APP,Update Hotspot Location,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Deeplink_Helium_Wallet.md,Cloud_Chain/SenseCAP_Hotspot_APP,Deeplink Helium Wallet,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Remote Reboot.md,Cloud_Chain/SenseCAP_Hotspot_APP,Remote Reboot,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/APP_settings.md,Cloud_Chain/SenseCAP_Hotspot_APP,Settings,02/14/2023,False
docs/Cloud_Chain/SenseCAP_Hotspot_APP/Download_APP.md,Cloud_Chain/SenseCAP_Hotspot_APP,Download APP,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Appendix/List_of_Device_Status_IDs.md,Cloud_Chain/SenseCAP_API/Appendix,List of Device Status IDs,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Appendix/List_of_Sensor_Types.md,Cloud_Chain/SenseCAP_API/Appendix,List of Sensor Types,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Appendix/List_of_Measurement_IDs.md,Cloud_Chain/SenseCAP_API/Appendix,List of Measurement IDs,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Appendix/List_of_Error_Code.md,Cloud_Chain/SenseCAP_API/Appendix,List of Error Code,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Data_OpenStream_API/Data_OpenStream_API_Reference.md,Cloud_Chain/SenseCAP_API/Data_OpenStream_API,Data OpenStream API Reference,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/Data_OpenStream_API/Data_OpenStream_API_Quickstart.md,Cloud_Chain/SenseCAP_API/Data_OpenStream_API,Data OpenStream API Quickstart,02/14/2023,False
docs/Cloud_Chain/SenseCAP_API/HTTP_API/Quick_Start.md,Cloud_Chain/SenseCAP_API/HTTP_API,HTTP API Quickstart,1/13/2023,False
docs/Cloud_Chain/SenseCAP_API/HTTP_API/HTTP_API_Access_Guide.md,Cloud_Chain/SenseCAP_API/HTTP_API,HTTP API Access Guide,1/13/2023,False
docs/Cloud_Chain/SenseCAP_API/API_pricing.md,Cloud_Chain/SenseCAP_API,SenseCAP API Pricing,02/14/2023,False
docs/zh-CN/Sensor/Grove/Grove_Sensors/cn-Grove-Light_Sensor.md,zh-CN/Sensor/Grove/Grove_Sensors,Grove - Light Sensor,2/1/2023,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-DC_Jack_Power.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 直流电源插座,03/23/2024,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/AI_models/Deploy_model_to_Grove_Vision_AI_V2.md,Cloud_Chain/SenseCraft/SenseCraft_AI/AI_models,Deploy model to Grove Vision AI V2 on Sensecraft AI Platform,08/22/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-LED_Matrix_Driver_v1.0.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - LED矩阵驱动器v1.0,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-I2C_Motor_Driver-TB6612FNG.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - I2C电机驱动器（TB6612FNG）,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-2-Coil_Latching_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 双线圈自锁继电器,03/18/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Optocoupler_Relay-M281.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 光耦继电器（M281）,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove_Recorder.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 录音机,03/18/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-16-Channel_PWM_Driver-PCA9685.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 16通道PWM驱动器 (PCA9685),03/19/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Passive-Buzzer.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 无源蜂鸣器,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-I2C_Motor_Driver_V1.2.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - I2C电机驱动器V1.2,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-2-Channel_SPDT_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 双通道单刀双掷继电器,03/19/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Variable_Color_LED.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 可变色LED灯,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-MP3_v2.0.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - MP3播放器v2.0,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-MP3-v3.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - MP3播放器v3.0,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Dry-Reed_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 干簧继电器,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-mp3-v4.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - MP3播放器v4.0,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-I2C_Motor_Driver.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - I2C电机驱动器,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-I2C-Motor-Driver-L298P.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - I2C电机驱动器（L298P）,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-AND.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - AND逻辑门,02/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Speaker-Plus.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 增强扬声器,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Solid_State_Relay_V2.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 固态继电器V2,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-2-Channel_Solid_State_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 2通道固态继电器,03/18/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-8-Channel_Solid_State_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 8通道固态继电器,03/19/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-BlinkM.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove 闪烁模块,03/22/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-0.54_inch_Red_Dual_Alphanumeric_Display.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 0.54英寸红色双字母数字显示屏,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-OLED_Display_0.96inch.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 0.96英寸OLED显示屏,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-OLED_Display_1.12inch.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 1.12英寸OLED显示屏,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-0.54_inch_Red_Quad_Alphanumeric_Display.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 0.54英寸红色四区字母数字显示屏,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-Serial_Camera_Kit.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 串口相机套件,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-OLED-Display-0.96-SSD1315.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 0.96英寸OLED显示屏（SSD1315）,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-1.2_inch_IPS_Display.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove 1.2英寸IPS显示屏,03/22/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-Serial_LCD_V1.0.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove 串口液晶显示屏 V1.0,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Display/cn-Grove-16x2_LCD_Series.md,zh-CN/Sensor/Grove/Grove_Accessories/Display,Grove - 16x2 液晶显示屏,03/22/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Solid_State_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 固态继电器,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Serial_MP3_Player.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 串口MP3播放器,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-4-Channel_SPDT_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 4通道单刀双掷继电器,03/19/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Haptic_Motor.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 触觉马达,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-Mini_Camera.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 微型相机,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-PS_2_Adapter.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - PS/2适配器,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-RS232.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - RS232接口,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-Differential_Amplifier_v1.0.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 差分放大器 v1.0,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-RS485.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - RS485模块,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-NOT.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 逻辑非门,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-I2C-Hub-6Port.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - I²C集线器（6端口）,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-Serial_Camera.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 串行相机,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-Qwiic-Hub.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - Qwiic转接器,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-8-Channel-I2C-Multiplexer-I2C-Hub-TCA9548A.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 8通道I²C多路复用器/I²C集线器（TCA9548A）,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-16-bit-ADC-ADS1115.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 4通道16位模数转换器（ADS1115）,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-OR.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 或门,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-Differential_Amplifier_v1.2.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 差分放大器 v1.2,03/22/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-I2C_Hub.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - I²C集线器,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-FM_Receiver.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - FM接收器,3/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Input_Output/cn-Grove-NunChuck.md,zh-CN/Sensor/Grove/Grove_Accessories/Input_Output,Grove - 摇杆控制器,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-Electricity_Sensor.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 电能传感器,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-5A_DC_AC_Current_Sensor-ACS70331.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - ±5A 直流/交流电流传感器（ACS70331）,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-Coulomb_Counter_3.3V_to_5V-LTC2941.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 库仑计数器（3.3V至5V）（LTC2941）,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-2.5A-DC-Current-Sensor-ACS70331.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 2.5A 直流电流传感器(ACS70331),03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-Screw_Terminal.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 螺丝接线端子,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-SPDT_Relay_30A.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 单刀双掷继电器（30A）,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-10A_DC_Current_Sensor-ACS725.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 10A 直流电流传感器（ACS725）,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Current/cn-Grove-MOSFET.md,zh-CN/Sensor/Grove/Grove_Accessories/Current,Grove - 金属氧化物半导体场效应晶体管,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Time/cn-Grove-RTC.md,zh-CN/Sensor/Grove/Grove_Accessories/Time,Grove - 适用于Arduino的DS1307实时时钟模块,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Time/cn-Grove_High_Precision_RTC.md,zh-CN/Sensor/Grove/Grove_Accessories/Time,Grove - 高精度实时时钟,03/23/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Mini_I2C_Motor_Driver_v1.0.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 迷你I2C电机驱动器v1.0,03/21/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-Infrared_Emitter.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 红外发射器,03/20/2024,False
docs/zh-CN/Sensor/Grove/Grove_Accessories/Actuator/cn-Grove-4-Channel_Solid_State_Relay.md,zh-CN/Sensor/Grove/Grove_Accessories/Actuator,Grove - 4通道固态继电器,03/19/2024,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace/XIAO_ESP32S3_Workspace.md,Cloud_Chain/SenseCraft/SenseCraft_AI/Device_Workspace,XIAO ESP32S3 Workspace on SenseCraft AI Platform,08/22/2024,False
docs/Cloud_Chain/SenseCraft/SenseCraft_AI/AI_models/Deploy_model_to_Jetson.md,Cloud_Chain/SenseCraft/SenseCraft_AI/AI_models,Deploy model to Jetson on Sensecraft AI Platform,08/22/2024,False
docs/zh-CN/Edge/NVIDIA_Jetson/reComputer_Jetson_Series/reComputer_Intro.md,zh-CN/Edge/NVIDIA_Jetson/reComputer_Jetson_Series,reComputer 英伟达系列介绍介绍,12/19/2023,False
docs/Network/RK_Devices/LinkStar/Linkstar_Datasheet.md,Network/RK_Devices/LinkStar,LinkStar Introduction,01/03/2023,False
docs/Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino/K1100-VOC-and-eCO2-Gas-Sensor-Grove-LoRa-E5.md,Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino,Grove VOC and eCO2 Gas Sensor (SGP30),1/13/2023,False
docs/Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino/K1100-IMU-Sensor-Grove-LoRa-E5.md,Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino,Wio Terminal IMU Sensor,1/12/2023,False
docs/Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino/K1100-Soil-Moisture-Sensor-Grove-LoRa-E5.md,Network/SenseCAP_K1100/LoRaWAN-Network_Application/Sensors_Basic_Usage_with_Arduino,Grove Soil Moisture Sensor,1/13/2023,False
docs/Network/SenseCAP_K1100/Contributors_Project/K1111-Quick-Start-Guide.md,Network/SenseCAP_K1100/Contributors_Project,Soil moisture monitor alarm system,1/13/2023,False
docs/Network/SenseCAP_K1100/Contributors_Project/IoT-into-the-wild-contest.md,Network/SenseCAP_K1100/Contributors_Project,IoT Into the Wild Contest for Sustainable Planet 2022,1/13/2023,False
docs/Network/SenseCAP_K1100/Embedded_ML_Application/K1111-Edge-Impulse.md,Network/SenseCAP_K1100/Embedded_ML_Application,Built-in Sensors with Edge Impulse,1/13/2023,False
docs/Network/SenseCAP_K1100/Embedded_ML_Application/Vision_AI_with_Customizable_Models.md,Network/SenseCAP_K1100/Embedded_ML_Application,Vision AI with Customizable Models,2/2/2023,False
docs/Network/SenseCAP_K1100/K1100_Getting_Started.md,Network/SenseCAP_K1100,The Sensor Prototype Kit Introduction,11/30/2022,False
docs/Network/SenseCAP_K1100/K1100-quickstart.md,Network/SenseCAP_K1100,Quick & No-code Initiation with SenseCraft,1/12/2023,False
docs/Network/SenseCAP_K1100/SenseCAP_K1100_Intro.md,Network/SenseCAP_K1100,SenseCAP K1100 Guide - The Sensor Prototype Kit,08/07/2024,False
docs/Network/RK_Devices/LinkStar/Application/grocy-bookstack-linkstar.md,Network/RK_Devices/LinkStar/Application,"A Guide to Integrating LinkStar, Grocy, and BookStack in Your Office",6/26/2023,False
docs/Network/RK_Devices/LinkStar/Application/plex_media_server.md,Network/RK_Devices/LinkStar/Application,"The Future of Home Entertainment, LinkStar-H68K Router and Plex Media Server",6/14/2023,False
docs/Network/RK_Devices/LinkStar/Application/h68k-ha-esphome.md,Network/RK_Devices/LinkStar/Application,Building a smart home control centre around Home Assistant,2/1/2023,False
docs/Network/RK_Devices/LinkStar/Application/wordpress_linkstar.md,Network/RK_Devices/LinkStar/Application,"Streamlining Web Development, The Perfect Duo - Linkstar and WordPress",6/8/2023,False
docs/Network/RK_Devices/LinkStar/linkstar-install-system.md,Network/RK_Devices/LinkStar,Install Operating System,01/03/2023,False
